"","x"
"246","ENSP00000354822"
"247","ENSP00000354964"
"248","ENSP00000354991"
"249","ENSP00000355428"
"250","ENSP00000355500"
"251","ENSP00000355568"
"252","ENSP00000355589"
"253","ENSP00000355601"
"254","ENSP00000355902"
"255","ENSP00000356033"
"256","ENSP00000356094"
"257","ENSP00000356906"
"258","ENSP00000357113"
"259","ENSP00000357129"
"260","ENSP00000357643"
"261","ENSP00000357727"
"262","ENSP00000357986"
"263","ENSP00000358081"
"264","ENSP00000358799"
"265","ENSP00000358820"
"266","ENSP00000358866"
"267","ENSP00000359240"
"268","ENSP00000359380"
"269","ENSP00000360252"
"270","ENSP00000360425"
"271","ENSP00000360683"
"272","ENSP00000360797"
"273","ENSP00000361092"
"274","ENSP00000361097"
"275","ENSP00000361423"
"276","ENSP00000361433"
"277","ENSP00000361467"
"278","ENSP00000361540"
"279","ENSP00000361595"
"280","ENSP00000363031"
"281","ENSP00000363255"
"282","ENSP00000363435"
"283","ENSP00000363868"
"284","ENSP00000363921"
"285","ENSP00000364209"
"286","ENSP00000364721"
"287","ENSP00000364893"
"288","ENSP00000364919"
"289","ENSP00000365411"
"290","ENSP00000365439"
"291","ENSP00000365908"
"292","ENSP00000366527"
"293","ENSP00000367028"
"294","ENSP00000367151"
"295","ENSP00000367263"
"296","ENSP00000367608"
"297","ENSP00000367629"
"298","ENSP00000367890"
"299","ENSP00000367950"
"300","ENSP00000368710"
"301","ENSP00000368720"
"302","ENSP00000368964"
"303","ENSP00000368984"
"304","ENSP00000369274"
"305","ENSP00000369654"
"306","ENSP00000369757"
"307","ENSP00000369927"
"308","ENSP00000370376"
"309","ENSP00000370473"
"310","ENSP00000370517"
"311","ENSP00000370889"
"312","ENSP00000370968"
"313","ENSP00000370981"
"314","ENSP00000370989"
"315","ENSP00000371194"
"316","ENSP00000371419"
"317","ENSP00000371451"
"318","ENSP00000372210"
"319","ENSP00000374183"
"320","ENSP00000374455"
"321","ENSP00000375616"
"322","ENSP00000375711"
"323","ENSP00000375899"
"324","ENSP00000376227"
"325","ENSP00000376306"
"326","ENSP00000376652"
"327","ENSP00000376989"
"328","ENSP00000377298"
"329","ENSP00000377411"
"330","ENSP00000377536"
"331","ENSP00000377655"
"332","ENSP00000377789"
"333","ENSP00000377833"
"334","ENSP00000378074"
"335","ENSP00000378405"
"336","ENSP00000378483"
"337","ENSP00000378669"
"338","ENSP00000378699"
"339","ENSP00000379038"
"340","ENSP00000379157"
"341","ENSP00000379330"
"342","ENSP00000379396"
"343","ENSP00000380227"
"344","ENSP00000380247"
"345","ENSP00000380877"
"346","ENSP00000380921"
"347","ENSP00000380948"
"348","ENSP00000381793"
"349","ENSP00000381958"
"350","ENSP00000382004"
"351","ENSP00000382507"
"352","ENSP00000382941"
"353","ENSP00000383185"
"354","ENSP00000384018"
"355","ENSP00000384040"
"356","ENSP00000384169"
"357","ENSP00000384192"
"358","ENSP00000384312"
"359","ENSP00000384537"
"360","ENSP00000385025"
"361","ENSP00000385410"
"362","ENSP00000385689"
"363","ENSP00000385727"
"364","ENSP00000385751"
"365","ENSP00000385995"
"366","ENSP00000386135"
"367","ENSP00000386559"
"368","ENSP00000386884"
"369","ENSP00000386911"
"370","ENSP00000387170"
"371","ENSP00000387266"
"372","ENSP00000387536"
"373","ENSP00000388107"
"374","ENSP00000388620"
"375","ENSP00000389445"
"376","ENSP00000389588"
"377","ENSP00000391167"
"378","ENSP00000392330"
"379","ENSP00000392812"
"380","ENSP00000392906"
"381","ENSP00000393316"
"382","ENSP00000393557"
"383","ENSP00000393832"
"384","ENSP00000393887"
"385","ENSP00000394888"
"386","ENSP00000398048"
"387","ENSP00000398342"
"388","ENSP00000398632"
"389","ENSP00000401508"
"390","ENSP00000403902"
"391","ENSP00000404121"
"392","ENSP00000404296"
"393","ENSP00000404854"
"394","ENSP00000405573"
"395","ENSP00000406026"
"396","ENSP00000406261"
"397","ENSP00000408342"
"398","ENSP00000409279"
"399","ENSP00000409382"
"400","ENSP00000409964"
"401","ENSP00000410689"
"402","ENSP00000410818"
"403","ENSP00000411355"
"404","ENSP00000411532"
"405","ENSP00000411831"
"406","ENSP00000412461"
"407","ENSP00000416015"
"408","ENSP00000416255"
"409","ENSP00000416293"
"410","ENSP00000416508"
"411","ENSP00000418194"
"412","ENSP00000419361"
"413","ENSP00000419465"
"414","ENSP00000420176"
"415","ENSP00000420387"
"416","ENSP00000420494"
"417","ENSP00000422168"
"418","ENSP00000423665"
"419","ENSP00000425394"
"420","ENSP00000426290"
"421","ENSP00000430656"
"422","ENSP00000432218"
"423","ENSP00000433560"
"424","ENSP00000436152"
"425","ENSP00000437402"
"426","ENSP00000437955"
"427","ENSP00000438248"
"428","ENSP00000438492"
"429","ENSP00000440374"
"430","ENSP00000443985"
"431","ENSP00000444029"
"432","ENSP00000444810"
"433","ENSP00000444986"
"434","ENSP00000445175"
"435","ENSP00000446007"
"436","ENSP00000448182"
"437","ENSP00000448955"
"438","ENSP00000449756"
"439","ENSP00000450310"
"440","ENSP00000450832"
"441","ENSP00000451211"
"442","ENSP00000451752"
"443","ENSP00000452796"
"444","ENSP00000455607"
"445","ENSP00000455625"
"446","ENSP00000457243"
"447","ENSP00000460871"
"448","ENSP00000463978"
"449","ENSP00000464087"
"450","ENSP00000469413"
"451","ENSP00000471457"
"452","ENSP00000471896"
"453","ENSP00000472929"
"454","ENSP00000473565"
"455","ENSP00000475915"
"456","ENSP00000478059"
"457","ENSP00000479134"
"458","ENSP00000480893"
"459","ENSP00000482515"
"460","ENSP00000482907"
"461","ENSP00000483570"
"462","ENSP00000483936"
"463","ENSP00000248098"
"464","ENSP00000347532"
"465","ENSP00000328023"
"466","ENSP00000334958"
"467","ENSP00000347931"
"468","ENSP00000382104"
"469","ENSP00000364361"
"470","ENSP00000363463"
"471","ENSP00000388731"
"472","ENSP00000455215"
"473","ENSP00000427114"
"474","ENSP00000244534"
"475","ENSP00000251595"
"476","ENSP00000282003"
"477","ENSP00000307705"
"478","ENSP00000317165"
"479","ENSP00000327431"
"480","ENSP00000330074"
"481","ENSP00000333019"
"482","ENSP00000346442"
"483","ENSP00000355812"
"484","ENSP00000359991"
