"","x"
"246","ENSP00000349732"
"247","ENSP00000349967"
"248","ENSP00000350256"
"249","ENSP00000350348"
"250","ENSP00000351059"
"251","ENSP00000351338"
"252","ENSP00000351905"
"253","ENSP00000353375"
"254","ENSP00000353414"
"255","ENSP00000353874"
"256","ENSP00000373244"
"257","ENSP00000373272"
"258","ENSP00000373274"
"259","ENSP00000373277"
"260","ENSP00000373278"
"261","ENSP00000373298"
"262","ENSP00000373301"
"263","ENSP00000373304"
"264","ENSP00000373312"
"265","ENSP00000373325"
"266","ENSP00000373328"
"267","ENSP00000373331"
"268","ENSP00000373340"
"269","ENSP00000373343"
"270","ENSP00000373347"
"271","ENSP00000373354"
"272","ENSP00000373702"
"273","ENSP00000373713"
"274","ENSP00000378053"
"275","ENSP00000378167"
"276","ENSP00000378217"
"277","ENSP00000378235"
"278","ENSP00000378307"
"279","ENSP00000378416"
"280","ENSP00000378492"
"281","ENSP00000378830"
"282","ENSP00000378857"
"283","ENSP00000378920"
"284","ENSP00000379047"
"285","ENSP00000379210"
"286","ENSP00000379241"
"287","ENSP00000379368"
"288","ENSP00000379472"
"289","ENSP00000379506"
"290","ENSP00000379804"
"291","ENSP00000379880"
"292","ENSP00000379904"
"293","ENSP00000379931"
"294","ENSP00000380054"
"295","ENSP00000380247"
"296","ENSP00000380602"
"297","ENSP00000381740"
"298","ENSP00000381760"
"299","ENSP00000382379"
"300","ENSP00000384169"
"301","ENSP00000384296"
"302","ENSP00000385852"
"303","ENSP00000386520"
"304","ENSP00000386759"
"305","ENSP00000387046"
"306","ENSP00000387641"
"307","ENSP00000388094"
"308","ENSP00000388169"
"309","ENSP00000388325"
"310","ENSP00000388620"
"311","ENSP00000389175"
"312","ENSP00000390600"
"313","ENSP00000390849"
"314","ENSP00000391209"
"315","ENSP00000391409"
"316","ENSP00000391481"
"317","ENSP00000392316"
"318","ENSP00000392511"
"319","ENSP00000392549"
"320","ENSP00000393785"
"321","ENSP00000394484"
"322","ENSP00000395704"
"323","ENSP00000395772"
"324","ENSP00000396467"
"325","ENSP00000396628"
"326","ENSP00000396704"
"327","ENSP00000397843"
"328","ENSP00000398064"
"329","ENSP00000398211"
"330","ENSP00000398596"
"331","ENSP00000399518"
"332","ENSP00000399862"
"333","ENSP00000400175"
"334","ENSP00000400995"
"335","ENSP00000401115"
"336","ENSP00000401197"
"337","ENSP00000401399"
"338","ENSP00000401514"
"339","ENSP00000401853"
"340","ENSP00000402935"
"341","ENSP00000404251"
"342","ENSP00000404843"
"343","ENSP00000405423"
"344","ENSP00000405620"
"345","ENSP00000406027"
"346","ENSP00000406933"
"347","ENSP00000407375"
"348","ENSP00000407497"
"349","ENSP00000407613"
"350","ENSP00000407822"
"351","ENSP00000408576"
"352","ENSP00000409346"
"353","ENSP00000410257"
"354","ENSP00000410910"
"355","ENSP00000411132"
"356","ENSP00000411825"
"357","ENSP00000412209"
"358","ENSP00000412326"
"359","ENSP00000412894"
"360","ENSP00000413073"
"361","ENSP00000414287"
