"","x"
"246","ENSP00000270349"
"247","ENSP00000270625"
"248","ENSP00000270642"
"249","ENSP00000270645"
"250","ENSP00000270824"
"251","ENSP00000271450"
"252","ENSP00000271526"
"253","ENSP00000271628"
"254","ENSP00000271638"
"255","ENSP00000271715"
"256","ENSP00000271843"
"257","ENSP00000272134"
"258","ENSP00000272190"
"259","ENSP00000272542"
"260","ENSP00000272645"
"261","ENSP00000272928"
"262","ENSP00000273077"
"263","ENSP00000273480"
"264","ENSP00000273550"
"265","ENSP00000274255"
"266","ENSP00000274306"
"267","ENSP00000274457"
"268","ENSP00000275364"
"269","ENSP00000275517"
"270","ENSP00000275525"
"271","ENSP00000275560"
"272","ENSP00000275603"
"273","ENSP00000276201"
"274","ENSP00000276420"
"275","ENSP00000276914"
"276","ENSP00000277540"
"277","ENSP00000277746"
"278","ENSP00000278070"
"279","ENSP00000278407"
"280","ENSP00000278426"
"281","ENSP00000278829"
"282","ENSP00000278840"
"283","ENSP00000278935"
"284","ENSP00000280258"
"285","ENSP00000281030"
"286","ENSP00000281141"
"287","ENSP00000281828"
"288","ENSP00000281950"
"289","ENSP00000282397"
"290","ENSP00000282903"
"291","ENSP00000284000"
"292","ENSP00000284240"
"293","ENSP00000284274"
"294","ENSP00000284551"
"295","ENSP00000284617"
"296","ENSP00000285670"
"297","ENSP00000285814"
"298","ENSP00000285873"
"299","ENSP00000286070"
"300","ENSP00000286175"
"301","ENSP00000286186"
"302","ENSP00000286298"
"303","ENSP00000286301"
"304","ENSP00000286364"
"305","ENSP00000286692"
"306","ENSP00000287020"
"307","ENSP00000287394"
"308","ENSP00000287600"
"309","ENSP00000287766"
"310","ENSP00000288368"
"311","ENSP00000288937"
"312","ENSP00000289359"
"313","ENSP00000289361"
"314","ENSP00000289371"
"315","ENSP00000289989"
"316","ENSP00000290158"
"317","ENSP00000290271"
"318","ENSP00000290354"
"319","ENSP00000290418"
"320","ENSP00000290573"
"321","ENSP00000292090"
"322","ENSP00000292169"
"323","ENSP00000292180"
"324","ENSP00000292211"
"325","ENSP00000292562"
"326","ENSP00000293379"
"327","ENSP00000293805"
"328","ENSP00000293831"
"329","ENSP00000294507"
"330","ENSP00000294740"
"331","ENSP00000294742"
"332","ENSP00000294785"
"333","ENSP00000295317"
"334","ENSP00000295588"
"335","ENSP00000295633"
"336","ENSP00000295688"
"337","ENSP00000295736"
"338","ENSP00000296444"
"339","ENSP00000296484"
"340","ENSP00000296509"
"341","ENSP00000296511"
"342","ENSP00000296674"
"343","ENSP00000296702"
"344","ENSP00000296849"
"345","ENSP00000296859"
"346","ENSP00000296955"
"347","ENSP00000297071"
"348","ENSP00000297156"
"349","ENSP00000297508"
"350","ENSP00000297679"
"351","ENSP00000298288"
"352","ENSP00000298299"
"353","ENSP00000298743"
"354","ENSP00000298892"
"355","ENSP00000299157"
"356","ENSP00000299705"
"357","ENSP00000300131"
"358","ENSP00000300231"
"359","ENSP00000300305"
"360","ENSP00000300527"
"361","ENSP00000300870"
"362","ENSP00000301071"
"363","ENSP00000301072"
"364","ENSP00000301159"
"365","ENSP00000301178"
"366","ENSP00000301200"
"367","ENSP00000301242"
"368","ENSP00000301455"
"369","ENSP00000301488"
"370","ENSP00000301788"
"371","ENSP00000302100"
"372","ENSP00000302114"
"373","ENSP00000302621"
"374","ENSP00000302886"
"375","ENSP00000302967"
"376","ENSP00000303276"
"377","ENSP00000303315"
"378","ENSP00000303423"
"379","ENSP00000303482"
"380","ENSP00000303766"
"381","ENSP00000304102"
"382","ENSP00000304108"
"383","ENSP00000304236"
"384","ENSP00000304277"
"385","ENSP00000304408"
"386","ENSP00000305288"
"387","ENSP00000305422"
"388","ENSP00000305480"
"389","ENSP00000305664"
"390","ENSP00000305699"
"391","ENSP00000306015"
"392","ENSP00000306099"
"393","ENSP00000306330"
"394","ENSP00000306361"
"395","ENSP00000306512"
"396","ENSP00000306606"
"397","ENSP00000306614"
"398","ENSP00000306625"
"399","ENSP00000306760"
"400","ENSP00000306881"
"401","ENSP00000306884"
"402","ENSP00000306983"
"403","ENSP00000307143"
