"","x"
"325","ENSP00000293897"
"326","ENSP00000294954"
"327","ENSP00000295269"
"328","ENSP00000295297"
"329","ENSP00000295454"
"330","ENSP00000295461"
"331","ENSP00000295731"
"332","ENSP00000295834"
"333","ENSP00000295897"
"334","ENSP00000296043"
"335","ENSP00000296145"
"336","ENSP00000296252"
"337","ENSP00000296327"
"338","ENSP00000296387"
"339","ENSP00000296486"
"340","ENSP00000296499"
"341","ENSP00000296522"
"342","ENSP00000296525"
"343","ENSP00000296526"
"344","ENSP00000296575"
"345","ENSP00000296741"
"346","ENSP00000296776"
"347","ENSP00000297029"
"348","ENSP00000297283"
"349","ENSP00000297405"
"350","ENSP00000297439"
"351","ENSP00000297524"
"352","ENSP00000297988"
"353","ENSP00000298119"
"354","ENSP00000298251"
"355","ENSP00000298282"
"356","ENSP00000298351"
"357","ENSP00000298440"
"358","ENSP00000298542"
"359","ENSP00000298596"
"360","ENSP00000298705"
"361","ENSP00000298743"
"362","ENSP00000298925"
"363","ENSP00000299155"
"364","ENSP00000299164"
"365","ENSP00000299295"
"366","ENSP00000299339"
"367","ENSP00000299529"
"368","ENSP00000299752"
"369","ENSP00000299952"
"370","ENSP00000300051"
"371","ENSP00000300061"
"372","ENSP00000300079"
"373","ENSP00000300098"
"374","ENSP00000300113"
"375","ENSP00000300404"
"376","ENSP00000300557"
"377","ENSP00000300784"
"378","ENSP00000300900"
"379","ENSP00000301149"
"380","ENSP00000301175"
"381","ENSP00000301286"
"382","ENSP00000301305"
"383","ENSP00000301420"
"384","ENSP00000301466"
"385","ENSP00000301691"
"386","ENSP00000301825"
"387","ENSP00000302051"
"388","ENSP00000302234"
"389","ENSP00000302297"
"390","ENSP00000302485"
"391","ENSP00000302552"
"392","ENSP00000302579"
"393","ENSP00000302599"
"394","ENSP00000302620"
"395","ENSP00000302811"
"396","ENSP00000302851"
"397","ENSP00000303129"
"398","ENSP00000303149"
"399","ENSP00000303208"
"400","ENSP00000303212"
"401","ENSP00000303246"
"402","ENSP00000303325"
"403","ENSP00000303356"
"404","ENSP00000303960"
"405","ENSP00000304004"
"406","ENSP00000304078"
"407","ENSP00000304127"
"408","ENSP00000304286"
"409","ENSP00000304783"
"410","ENSP00000304930"
"411","ENSP00000305221"
"412","ENSP00000305244"
"413","ENSP00000305302"
"414","ENSP00000305334"
"415","ENSP00000305603"
"416","ENSP00000305924"
"417","ENSP00000305941"
"418","ENSP00000305974"
"419","ENSP00000306163"
"420","ENSP00000306490"
"421","ENSP00000306606"
"422","ENSP00000306888"
"423","ENSP00000306997"
"424","ENSP00000307093"
"425","ENSP00000307126"
"426","ENSP00000307134"
"427","ENSP00000307234"
"428","ENSP00000307449"
"429","ENSP00000307549"
"430","ENSP00000307640"
"431","ENSP00000307697"
"432","ENSP00000307706"
"433","ENSP00000307801"
"434","ENSP00000308122"
"435","ENSP00000308591"
"436","ENSP00000308606"
"437","ENSP00000308820"
"438","ENSP00000308938"
"439","ENSP00000309117"
"440","ENSP00000309439"
"441","ENSP00000309493"
"442","ENSP00000309504"
"443","ENSP00000309515"
"444","ENSP00000309782"
"445","ENSP00000309836"
"446","ENSP00000310111"
"447","ENSP00000310241"
"448","ENSP00000310880"
"449","ENSP00000311010"
"450","ENSP00000311095"
"451","ENSP00000311122"
"452","ENSP00000311609"
"453","ENSP00000311697"
"454","ENSP00000311862"
"455","ENSP00000312299"
"456","ENSP00000312397"
"457","ENSP00000312411"
"458","ENSP00000312811"
"459","ENSP00000312987"
"460","ENSP00000313079"
"461","ENSP00000313398"
"462","ENSP00000313670"
"463","ENSP00000314299"
"464","ENSP00000314407"
"465","ENSP00000314480"
"466","ENSP00000314901"
"467","ENSP00000314946"
"468","ENSP00000314976"
"469","ENSP00000315006"
"470","ENSP00000315035"
"471","ENSP00000315081"
"472","ENSP00000315098"
"473","ENSP00000315295"
"474","ENSP00000315299"
"475","ENSP00000315371"
"476","ENSP00000315417"
"477","ENSP00000315654"
"478","ENSP00000316130"
"479","ENSP00000316137"
"480","ENSP00000316329"
"481","ENSP00000316377"
"482","ENSP00000316491"
"483","ENSP00000316532"
"484","ENSP00000316628"
"485","ENSP00000316786"
"486","ENSP00000316845"
"487","ENSP00000316861"
"488","ENSP00000317175"
"489","ENSP00000317595"
"490","ENSP00000317721"
"491","ENSP00000317836"
"492","ENSP00000318234"
"493","ENSP00000318270"
"494","ENSP00000318650"
"495","ENSP00000318770"
"496","ENSP00000318867"
"497","ENSP00000318884"
"498","ENSP00000318900"
"499","ENSP00000318999"
"500","ENSP00000319179"
"501","ENSP00000319464"
"502","ENSP00000319730"
"503","ENSP00000319814"
"504","ENSP00000319851"
"505","ENSP00000320092"
"506","ENSP00000320180"
"507","ENSP00000320318"
"508","ENSP00000320378"
"509","ENSP00000320886"
"510","ENSP00000321106"
"511","ENSP00000321334"
"512","ENSP00000321343"
"513","ENSP00000321424"
"514","ENSP00000321464"
"515","ENSP00000321835"
"516","ENSP00000321987"
"517","ENSP00000321999"
"518","ENSP00000322061"
"519","ENSP00000322628"
"520","ENSP00000323264"
"521","ENSP00000323300"
"522","ENSP00000323549"
"523","ENSP00000323587"
"524","ENSP00000323880"
"525","ENSP00000324204"
"526","ENSP00000324369"
"527","ENSP00000324403"
"528","ENSP00000324648"
"529","ENSP00000324672"
"530","ENSP00000324857"
"531","ENSP00000325526"
"532","ENSP00000325546"
"533","ENSP00000325775"
"534","ENSP00000325836"
"535","ENSP00000326238"
"536","ENSP00000326330"
"537","ENSP00000326445"
"538","ENSP00000326581"
"539","ENSP00000326671"
"540","ENSP00000327453"
"541","ENSP00000327509"
"542","ENSP00000327569"
"543","ENSP00000327943"
"544","ENSP00000327994"
"545","ENSP00000328070"
