"","x"
"246","ENSP00000307706"
"247","ENSP00000307786"
"248","ENSP00000308122"
"249","ENSP00000308716"
"250","ENSP00000308720"
"251","ENSP00000308772"
"252","ENSP00000308925"
"253","ENSP00000309477"
"254","ENSP00000309515"
"255","ENSP00000310241"
"256","ENSP00000311095"
"257","ENSP00000311165"
"258","ENSP00000311313"
"259","ENSP00000312286"
"260","ENSP00000312304"
"261","ENSP00000312587"
"262","ENSP00000312634"
"263","ENSP00000313432"
"264","ENSP00000313921"
"265","ENSP00000314649"
"266","ENSP00000315013"
"267","ENSP00000315351"
"268","ENSP00000315397"
"269","ENSP00000315774"
"270","ENSP00000316329"
"271","ENSP00000316338"
"272","ENSP00000316532"
"273","ENSP00000316786"
"274","ENSP00000316924"
"275","ENSP00000317379"
"276","ENSP00000317721"
"277","ENSP00000317780"
"278","ENSP00000317836"
"279","ENSP00000318270"
"280","ENSP00000318351"
"281","ENSP00000318868"
"282","ENSP00000319179"
"283","ENSP00000319531"
"284","ENSP00000319622"
"285","ENSP00000319814"
"286","ENSP00000319851"
"287","ENSP00000320184"
"288","ENSP00000320378"
"289","ENSP00000321260"
"290","ENSP00000321424"
"291","ENSP00000321999"
"292","ENSP00000322450"
"293","ENSP00000323568"
"294","ENSP00000323811"
"295","ENSP00000325958"
"296","ENSP00000326219"
"297","ENSP00000326330"
"298","ENSP00000326671"
"299","ENSP00000326693"
"300","ENSP00000327268"
"301","ENSP00000327453"
"302","ENSP00000327608"
"303","ENSP00000327943"
"304","ENSP00000328570"
"305","ENSP00000328938"
"306","ENSP00000329243"
"307","ENSP00000329403"
"308","ENSP00000330587"
"309","ENSP00000330658"
"310","ENSP00000330730"
"311","ENSP00000330737"
"312","ENSP00000330787"
"313","ENSP00000331209"
"314","ENSP00000331698"
"315","ENSP00000331897"
"316","ENSP00000331902"
"317","ENSP00000332771"
"318","ENSP00000332887"
"319","ENSP00000333262"
"320","ENSP00000333664"
"321","ENSP00000333833"
"322","ENSP00000333946"
"323","ENSP00000334223"
"324","ENSP00000334872"
"325","ENSP00000334998"
"326","ENSP00000335246"
"327","ENSP00000335304"
"328","ENSP00000335632"
"329","ENSP00000337335"
"330","ENSP00000337907"
"331","ENSP00000338057"
"332","ENSP00000338475"
"333","ENSP00000339720"
"334","ENSP00000340684"
"335","ENSP00000340998"
"336","ENSP00000341170"
"337","ENSP00000341360"
"338","ENSP00000341539"
"339","ENSP00000341911"
"340","ENSP00000342082"
"341","ENSP00000343158"
"342","ENSP00000343657"
"343","ENSP00000343885"
"344","ENSP00000344996"
"345","ENSP00000345282"
"346","ENSP00000345395"
"347","ENSP00000345774"
"348","ENSP00000345853"
"349","ENSP00000345974"
"350","ENSP00000346151"
"351","ENSP00000346173"
"352","ENSP00000347484"
"353","ENSP00000347591"
"354","ENSP00000347919"
"355","ENSP00000348064"
"356","ENSP00000348459"
"357","ENSP00000348471"
"358","ENSP00000348888"
"359","ENSP00000349003"
"360","ENSP00000349588"
"361","ENSP00000349687"
"362","ENSP00000351075"
"363","ENSP00000351118"
"364","ENSP00000351618"
"365","ENSP00000351619"
"366","ENSP00000352447"
"367","ENSP00000352522"
"368","ENSP00000352706"
"369","ENSP00000352936"
"370","ENSP00000353475"
"371","ENSP00000353496"
"372","ENSP00000353590"
"373","ENSP00000354080"
"374","ENSP00000354238"
"375","ENSP00000354376"
"376","ENSP00000354643"
"377","ENSP00000354721"
"378","ENSP00000355086"
"379","ENSP00000355110"
"380","ENSP00000355325"
"381","ENSP00000355377"
"382","ENSP00000355387"
"383","ENSP00000355517"
"384","ENSP00000355518"
"385","ENSP00000355572"
"386","ENSP00000355920"
"387","ENSP00000355995"
"388","ENSP00000356047"
"389","ENSP00000356169"
"390","ENSP00000356272"
"391","ENSP00000356587"
"392","ENSP00000356634"
"393","ENSP00000356723"
"394","ENSP00000356790"
"395","ENSP00000356820"
"396","ENSP00000356940"
"397","ENSP00000356972"
"398","ENSP00000357068"
"399","ENSP00000357320"
"400","ENSP00000357535"
"401","ENSP00000357697"
"402","ENSP00000357835"
"403","ENSP00000357838"
"404","ENSP00000357844"
"405","ENSP00000357873"
"406","ENSP00000357943"
"407","ENSP00000358033"
"408","ENSP00000358272"
"409","ENSP00000358417"
"410","ENSP00000358794"
"411","ENSP00000358903"
"412","ENSP00000358909"
"413","ENSP00000359077"
"414","ENSP00000359098"
"415","ENSP00000359151"
"416","ENSP00000359233"
"417","ENSP00000359680"
"418","ENSP00000359871"
"419","ENSP00000359976"
"420","ENSP00000360147"
"421","ENSP00000360269"
"422","ENSP00000360312"
"423","ENSP00000360366"
"424","ENSP00000360522"
"425","ENSP00000360541"
"426","ENSP00000360577"
"427","ENSP00000360593"
"428","ENSP00000360671"
"429","ENSP00000360687"
"430","ENSP00000360850"
"431","ENSP00000360938"
"432","ENSP00000361072"
"433","ENSP00000361383"
"434","ENSP00000361471"
"435","ENSP00000361562"
"436","ENSP00000361761"
"437","ENSP00000361866"
"438","ENSP00000362060"
"439","ENSP00000362123"
"440","ENSP00000362282"
"441","ENSP00000362873"
"442","ENSP00000363134"
"443","ENSP00000363162"
"444","ENSP00000363216"
"445","ENSP00000363452"
"446","ENSP00000363614"
"447","ENSP00000363694"
"448","ENSP00000363794"
"449","ENSP00000363832"
"450","ENSP00000363988"
"451","ENSP00000364486"
"452","ENSP00000364490"
"453","ENSP00000364649"
"454","ENSP00000364699"
"455","ENSP00000364831"
"456","ENSP00000364883"
"457","ENSP00000364979"
"458","ENSP00000364986"
"459","ENSP00000365256"
"460","ENSP00000365362"
"461","ENSP00000365426"
